home,away,homeOdd,drawOdd,awaysOdd,homeR,awayR,matchtime,leagueWK,day
CRY,NOR,1.76,3.44,5.15,2,1,11:56:00,WEEK 08,Saturday
NWC,SHU,1.46,4.36,7.20,4,0,11:56:00,WEEK 08,Saturday
BOU,LEI,2.88,3.14,2.59,2,1,11:56:00,WEEK 08,Saturday
TOT,NWC,2.24,3.07,3.57,2,0,11:58:00,WEEK 09,Saturday
SHU,BRI,2.43,3.24,3.01,0,1,11:58:00,WEEK 09,Saturday
CHE,MNC,3.52,3.65,2.02,1,5,11:58:00,WEEK 09,Saturday
BUR,WHU,3.55,2.98,2.30,0,0,11:58:00,WEEK 09,Saturday
MNU,ASV,1.65,3.63,5.82,1,1,11:58:00,WEEK 09,Saturday
LIV,ARS,1.77,3.63,4.72,3,1,11:58:00,WEEK 09,Saturday
NOR,EVE,3.84,3.16,2.10,1,1,11:58:00,WEEK 09,Saturday
SOU,WAT,2.29,3.00,3.54,3,0,11:58:00,WEEK 09,Saturday
WOL,BOU,1.65,3.63,5.82,2,1,11:58:00,WEEK 09,Saturday
LEI,CRY,1.94,3.32,4.25,0,2,11:58:00,WEEK 09,Saturday
BRI,TOT,3.54,3.00,2.30,1,3,12:00:00,WEEK 10,Saturday
CRY,EVE,3.00,3.16,2.49,1,2,12:00:00,WEEK 10,Saturday
NWC,NOR,1.46,4.36,7.20,0,0,12:00:00,WEEK 10,Saturday
LEI,WOL,2.43,3.23,3.02,0,1,12:00:00,WEEK 10,Saturday
BOU,MNU,3.54,3.00,2.30,1,5,12:00:00,WEEK 10,Saturday
MNC,SOU,1.42,4.55,7.93,2,0,12:00:00,WEEK 10,Saturday
ASV,BUR,1.95,3.29,4.25,1,1,12:00:00,WEEK 10,Saturday
WHU,CHE,2.88,3.23,2.53,0,0,12:00:00,WEEK 10,Saturday
ARS,SHU,1.46,4.38,7.18,2,1,12:00:00,WEEK 10,Saturday
WAT,LIV,6.08,4.37,1.52,1,3,12:00:00,WEEK 10,Saturday
WOL,CRY,1.86,3.42,4.51,1,0,12:02:00,WEEK 11,Saturday
TOT,ARS,2.43,3.24,3.02,2,2,12:02:00,WEEK 11,Saturday
CHE,ASV,1.65,3.63,5.82,2,3,12:02:00,WEEK 11,Saturday
LIV,MNC,2.45,3.19,3.03,1,1,12:02:00,WEEK 11,Saturday
SOU,WHU,2.44,3.21,3.03,1,1,12:02:00,WEEK 11,Saturday
NOR,BRI,2.43,3.24,3.01,1,1,12:02:00,WEEK 11,Saturday
BUR,BOU,2.43,3.24,3.01,1,2,12:02:00,WEEK 11,Saturday
EVE,NWC,2.38,3.20,3.13,1,2,12:02:00,WEEK 11,Saturday
MNU,LEI,2.05,3.21,3.95,2,1,12:02:00,WEEK 11,Saturday
SHU,WAT,3.02,3.19,2.46,0,1,12:02:00,WEEK 11,Saturday
BOU,CHE,3.54,3.00,2.30,1,1,12:04:00,WEEK 12,Saturday
ARS,NOR,1.46,4.38,7.18,4,1,12:04:00,WEEK 12,Saturday
WAT,TOT,3.19,3.18,2.36,1,1,12:04:00,WEEK 12,Saturday
WHU,LIV,5.07,3.91,1.67,1,3,12:04:00,WEEK 12,Saturday
WOL,MNU,2.48,3.20,2.98,2,0,12:04:00,WEEK 12,Saturday
ASV,SOU,2.45,3.19,3.03,2,0,12:04:00,WEEK 12,Saturday
BRI,EVE,3.03,3.20,2.44,1,1,12:04:00,WEEK 12,Saturday
MNC,SHU,1.23,6.21,13.0,2,2,12:04:00,WEEK 12,Saturday
CRY,NWC,3.00,3.16,2.49,0,0,12:04:00,WEEK 12,Saturday
LEI,BUR,1.55,4.05,6.24,3,0,12:04:00,WEEK 12,Saturday
SHU,WHU,3.55,2.98,2.30,2,0,12:06:00,WEEK 13,Saturday
MNU,CRY,1.86,3.41,4.51,1,1,12:06:00,WEEK 13,Saturday
CHE,LEI,2.05,3.21,3.95,3,0,12:06:00,WEEK 13,Saturday
NOR,WAT,3.02,3.19,2.46,0,0,12:06:00,WEEK 13,Saturday
TOT,MNC,3.52,3.65,2.02,3,0,12:06:00,WEEK 13,Saturday
BUR,WOL,3.84,3.16,2.10,2,2,12:06:00,WEEK 13,Saturday
LIV,ASV,1.29,5.52,10.1,2,2,12:06:00,WEEK 13,Saturday
NWC,BRI,1.65,3.63,5.82,2,1,12:06:00,WEEK 13,Saturday
SOU,BOU,1.96,3.25,4.27,3,2,12:06:00,WEEK 13,Saturday
EVE,ARS,2.48,3.20,2.98,1,4,12:06:00,WEEK 13,Saturday
CRY,BRI,1.96,3.25,4.27,2,2,12:08:00,WEEK 14,Saturday
ASV,SHU,1.95,3.29,4.25,1,0,12:08:00,WEEK 14,Saturday
MNC,NOR,1.23,6.21,13.0,3,2,12:08:00,WEEK 14,Saturday
MNU,BUR,1.46,4.38,7.18,0,0,12:08:00,WEEK 14,Saturday
ARS,NWC,2.24,3.07,3.57,1,0,12:08:00,WEEK 14,Saturday
LEI,SOU,1.94,3.32,4.25,2,2,12:08:00,WEEK 14,Saturday
WOL,CHE,2.48,3.20,2.98,0,2,12:08:00,WEEK 14,Saturday
WAT,EVE,3.00,3.16,2.49,1,4,12:08:00,WEEK 14,Saturday
WHU,TOT,2.88,3.23,2.53,3,0,12:08:00,WEEK 14,Saturday
BOU,LIV,7.60,4.66,1.42,0,1,12:08:00,WEEK 14,Saturday
BRI,ARS,3.54,3.00,2.30,0,2,12:10:00,WEEK 15,Saturday
LIV,LEI,1.47,4.38,7.03,1,2,12:10:00,WEEK 15,Saturday
CHE,MNU,2.43,3.24,3.02,2,0,12:10:00,WEEK 15,Saturday
EVE,MNC,4.16,3.81,1.82,0,2,12:10:00,WEEK 15,Saturday
SOU,WOL,3.00,3.16,2.49,1,1,12:10:00,WEEK 15,Saturday
SHU,BOU,2.43,3.24,3.01,3,2,12:10:00,WEEK 15,Saturday
BUR,CRY,3.02,3.19,2.46,1,1,12:10:00,WEEK 15,Saturday
NOR,WHU,3.55,2.98,2.30,0,1,12:10:00,WEEK 15,Saturday
TOT,ASV,1.65,3.63,5.82,1,0,12:10:00,WEEK 15,Saturday
NWC,WAT,1.86,3.42,4.51,2,1,12:10:00,WEEK 15,Saturday
BOU,TOT,3.54,3.00,2.30,3,3,12:12:00,WEEK 16,Saturday
MNC,NWC,1.57,4.03,6.02,4,0,12:12:00,WEEK 16,Saturday
WAT,BRI,1.96,3.25,4.27,2,2,12:12:00,WEEK 16,Saturday
LEI,SHU,1.55,4.05,6.24,1,1,12:12:00,WEEK 16,Saturday
WHU,EVE,2.43,3.23,3.02,1,3,12:12:00,WEEK 16,Saturday
ASV,NOR,1.95,3.29,4.25,1,0,12:12:00,WEEK 16,Saturday
CRY,ARS,3.19,3.18,2.36,0,5,12:12:00,WEEK 16,Saturday
BUR,CHE,4.38,3.33,1.91,2,3,12:12:00,WEEK 16,Saturday
WOL,LIV,4.16,3.81,1.82,1,1,12:12:00,WEEK 16,Saturday
MNU,SOU,1.86,3.41,4.51,2,2,12:12:00,WEEK 16,Saturday
BRI,MNC,7.60,4.66,1.42,1,3,12:14:00,WEEK 17,Saturday
EVE,ASV,1.65,3.63,5.82,2,0,12:14:00,WEEK 17,Saturday
NWC,WHU,2.15,3.09,3.79,1,1,12:14:00,WEEK 17,Saturday
CHE,CRY,1.86,3.41,4.51,1,1,12:14:00,WEEK 17,Saturday
ARS,WAT,1.86,3.41,4.51,1,1,12:14:00,WEEK 17,Saturday
SOU,BUR,1.76,3.44,5.15,0,0,12:14:00,WEEK 17,Saturday
SHU,WOL,3.84,3.16,2.10,1,3,12:14:00,WEEK 17,Saturday
TOT,LEI,2.05,3.21,3.95,0,0,12:14:00,WEEK 17,Saturday
NOR,BOU,2.43,3.24,3.01,1,0,12:14:00,WEEK 17,Saturday
LIV,MNU,1.77,3.63,4.72,3,2,12:14:00,WEEK 17,Saturday
MNC,ARS,1.77,3.63,4.72,1,1,12:16:00,WEEK 18,Saturday
WOL,TOT,2.48,3.20,2.98,2,1,12:16:00,WEEK 18,Saturday
ASV,NWC,3.03,3.20,2.44,0,2,12:16:00,WEEK 18,Saturday
CHE,SOU,1.86,3.41,4.51,2,0,12:16:00,WEEK 18,Saturday
LEI,NOR,1.55,4.05,6.24,0,0,12:16:00,WEEK 18,Saturday
BOU,EVE,3.03,3.20,2.44,0,1,12:16:00,WEEK 18,Saturday
CRY,WAT,2.29,3.00,3.54,0,1,12:16:00,WEEK 18,Saturday
MNU,SHU,1.46,4.38,7.18,3,1,12:16:00,WEEK 18,Saturday
BUR,LIV,8.62,4.90,1.36,1,2,12:16:00,WEEK 18,Saturday
WHU,BRI,1.77,3.43,5.15,3,0,12:16:00,WEEK 18,Saturday
EVE,LEI,2.15,3.09,3.79,0,0,12:18:00,WEEK 19,Saturday
BRI,ASV,2.29,3.02,3.53,5,1,12:18:00,WEEK 19,Saturday
ARS,WHU,2.05,3.21,3.95,1,1,12:18:00,WEEK 19,Saturday
TOT,MNU,2.43,3.24,3.02,1,2,12:18:00,WEEK 19,Saturday
NOR,WOL,3.84,3.16,2.10,0,1,12:18:00,WEEK 19,Saturday
NWC,BOU,1.65,3.63,5.82,0,2,12:18:00,WEEK 19,Saturday
SHU,BUR,2.24,3.07,3.58,4,2,12:18:00,WEEK 19,Saturday
SOU,CRY,2.29,3.00,3.54,1,1,12:18:00,WEEK 19,Saturday
LIV,CHE,1.77,3.63,4.72,2,2,12:18:00,WEEK 19,Saturday
WAT,MNC,6.08,4.37,1.52,0,5,12:18:00,WEEK 19,Saturday
WAT,WHU,2.44,3.21,3.03,2,1,12:20:00,WEEK 20,Saturday
SHU,CHE,4.38,3.33,1.91,0,2,12:20:00,WEEK 20,Saturday
NWC,LEI,2.15,3.09,3.79,3,1,12:20:00,WEEK 20,Saturday
LIV,SOU,1.42,4.55,7.93,2,3,12:20:00,WEEK 20,Saturday
CRY,MNC,6.08,4.37,1.52,0,2,12:20:00,WEEK 20,Saturday
TOT,BUR,1.46,4.38,7.18,0,1,12:20:00,WEEK 20,Saturday
BRI,BOU,2.29,3.02,3.53,2,0,12:20:00,WEEK 20,Saturday
EVE,WOL,2.38,3.20,3.13,0,0,12:20:00,WEEK 20,Saturday
ARS,ASV,1.65,3.63,5.82,2,0,12:20:00,WEEK 20,Saturday
NOR,MNU,4.38,3.33,1.91,2,3,12:20:00,WEEK 20,Saturday
LEI,BRI,1.77,3.43,5.15,2,1,12:22:00,WEEK 21,Saturday
BOU,ARS,3.54,3.00,2.30,0,3,12:22:00,WEEK 21,Saturday
BUR,NOR,2.24,3.07,3.58,0,2,12:22:00,WEEK 21,Saturday
WOL,NWC,2.38,3.20,3.13,1,1,12:22:00,WEEK 21,Saturday
LIV,CRY,1.42,4.55,7.93,1,0,12:22:00,WEEK 21,Saturday
ASV,WAT,2.45,3.19,3.03,2,1,12:22:00,WEEK 21,Saturday
MNU,EVE,2.24,3.07,3.57,3,0,12:22:00,WEEK 21,Saturday
CHE,TOT,2.43,3.24,3.02,1,2,12:22:00,WEEK 21,Saturday
WHU,MNC,5.07,3.91,1.67,2,1,12:22:00,WEEK 21,Saturday
SOU,SHU,1.76,3.44,5.15,3,1,12:22:00,WEEK 21,Saturday
ARS,LEI,2.05,3.21,3.95,2,0,12:24:00,WEEK 22,Saturday
SHU,LIV,8.62,4.90,1.36,3,3,12:24:00,WEEK 22,Saturday
NOR,CHE,4.38,3.33,1.91,1,1,12:24:00,WEEK 22,Saturday
MNC,ASV,1.29,5.52,10.1,3,0,12:24:00,WEEK 22,Saturday
NWC,MNU,2.48,3.20,2.98,2,0,12:24:00,WEEK 22,Saturday
BRI,WOL,3.03,3.20,2.44,2,1,12:24:00,WEEK 22,Saturday
CRY,WHU,2.44,3.21,3.03,1,2,12:24:00,WEEK 22,Saturday
TOT,SOU,1.86,3.41,4.51,1,0,12:24:00,WEEK 22,Saturday
WAT,BOU,1.96,3.25,4.27,1,0,12:24:00,WEEK 22,Saturday
EVE,BUR,1.46,4.36,7.20,1,1,12:24:00,WEEK 22,Saturday
SHU,CRY,3.02,3.19,2.46,1,0,12:26:00,WEEK 23,Saturday
CHE,EVE,2.24,3.07,3.57,1,0,12:26:00,WEEK 23,Saturday
WOL,ARS,2.48,3.20,2.98,2,4,12:26:00,WEEK 23,Saturday
BOU,MNC,7.60,4.66,1.42,0,1,12:26:00,WEEK 23,Saturday
LIV,TOT,1.77,3.63,4.72,1,0,12:26:00,WEEK 23,Saturday
BUR,NWC,3.84,3.16,2.10,1,1,12:26:00,WEEK 23,Saturday
MNU,BRI,1.65,3.63,5.82,3,1,12:26:00,WEEK 23,Saturday
ASV,WHU,2.88,3.14,2.59,1,0,12:26:00,WEEK 23,Saturday
SOU,NOR,1.76,3.44,5.15,0,0,12:26:00,WEEK 23,Saturday
LEI,WAT,1.94,3.32,4.25,3,1,12:26:00,WEEK 23,Saturday
CRY,ASV,1.96,3.25,4.27,0,2,12:28:00,WEEK 24,Saturday
NWC,CHE,2.48,3.20,2.98,0,3,12:28:00,WEEK 24,Saturday
TOT,SHU,1.46,4.38,7.18,2,0,12:28:00,WEEK 24,Saturday
MNC,LEI,1.47,4.38,7.03,2,0,12:28:00,WEEK 24,Saturday
WHU,BOU,1.77,3.43,5.15,4,2,12:28:00,WEEK 24,Saturday
BRI,BUR,1.95,3.29,4.25,0,0,12:28:00,WEEK 24,Saturday
EVE,SOU,1.86,3.42,4.51,2,2,12:28:00,WEEK 24,Saturday
NOR,LIV,8.62,4.90,1.36,3,2,12:28:00,WEEK 24,Saturday
WAT,WOL,3.00,3.16,2.49,1,0,12:28:00,WEEK 24,Saturday
ARS,MNU,2.43,3.24,3.02,1,0,12:28:00,WEEK 24,Saturday
BOU,ASV,2.29,3.02,3.53,3,0,12:30:00,WEEK 25,Saturday
WOL,MNC,4.16,3.81,1.82,2,4,12:30:00,WEEK 25,Saturday
CHE,BRI,1.65,3.63,5.82,1,0,12:30:00,WEEK 25,Saturday
BUR,ARS,4.38,3.33,1.91,1,2,12:30:00,WEEK 25,Saturday
SHU,NOR,2.24,3.07,3.58,0,1,12:30:00,WEEK 25,Saturday
MNU,WAT,1.86,3.41,4.51,3,1,12:30:00,WEEK 25,Saturday
SOU,NWC,3.00,3.16,2.49,1,1,12:30:00,WEEK 25,Saturday
LIV,EVE,1.57,4.03,6.02,6,0,12:30:00,WEEK 25,Saturday
TOT,CRY,1.86,3.41,4.51,3,0,12:30:00,WEEK 25,Saturday
LEI,WHU,2.30,2.97,3.55,0,0,12:30:00,WEEK 25,Saturday
NOR,TOT,4.38,3.33,1.91,1,1,12:32:00,WEEK 26,Saturday
EVE,SHU,1.46,4.36,7.20,2,0,12:32:00,WEEK 26,Saturday
BRI,SOU,2.45,3.19,3.03,0,1,12:32:00,WEEK 26,Saturday
CRY,BOU,1.96,3.25,4.27,0,2,12:32:00,WEEK 26,Saturday
WHU,WOL,2.43,3.23,3.02,2,0,12:32:00,WEEK 26,Saturday
ASV,LEI,2.88,3.14,2.59,2,2,12:32:00,WEEK 26,Saturday
ARS,CHE,2.43,3.24,3.02,2,0,12:32:00,WEEK 26,Saturday
NWC,LIV,4.16,3.81,1.82,0,0,12:32:00,WEEK 26,Saturday
WAT,BUR,1.76,3.44,5.15,2,1,12:32:00,WEEK 26,Saturday
MNC,MNU,1.77,3.63,4.72,1,2,12:32:00,WEEK 26,Saturday
NOR,CRY,3.02,3.19,2.46,2,0,12:34:00,WEEK 27,Saturday
SOU,ARS,3.19,3.18,2.36,1,0,12:34:00,WEEK 27,Saturday
CHE,WAT,1.86,3.41,4.51,2,1,12:34:00,WEEK 27,Saturday
MNU,WHU,2.05,3.21,3.95,3,1,12:34:00,WEEK 27,Saturday
LIV,BRI,1.29,5.52,10.1,0,0,12:34:00,WEEK 27,Saturday
BUR,MNC,8.62,4.90,1.36,0,1,12:34:00,WEEK 27,Saturday
TOT,EVE,2.24,3.07,3.57,2,1,12:34:00,WEEK 27,Saturday
LEI,BOU,1.77,3.43,5.15,2,0,12:34:00,WEEK 27,Saturday
WOL,ASV,1.65,3.63,5.82,2,2,12:34:00,WEEK 27,Saturday
SHU,NWC,3.84,3.16,2.10,2,3,12:34:00,WEEK 27,Saturday
WHU,BUR,1.55,4.05,6.24,3,1,12:36:00,WEEK 28,Saturday
EVE,NOR,1.46,4.36,7.20,2,2,12:36:00,WEEK 28,Saturday
WAT,SOU,2.29,3.00,3.54,4,0,12:36:00,WEEK 28,Saturday
CRY,LEI,2.44,3.21,3.03,2,0,12:36:00,WEEK 28,Saturday
ASV,MNU,3.54,3.00,2.30,1,2,12:36:00,WEEK 28,Saturday
BRI,SHU,1.95,3.29,4.25,2,2,12:36:00,WEEK 28,Saturday
ARS,LIV,3.52,3.65,2.02,1,4,12:36:00,WEEK 28,Saturday
NWC,TOT,2.48,3.20,2.98,0,0,12:36:00,WEEK 28,Saturday
BOU,WOL,3.03,3.20,2.44,1,1,12:36:00,WEEK 28,Saturday
MNC,CHE,1.77,3.63,4.72,2,1,12:36:00,WEEK 28,Saturday
EVE,CRY,1.86,3.42,4.51,1,2,12:38:00,WEEK 29,Saturday
TOT,BRI,1.65,3.63,5.82,1,3,12:38:00,WEEK 29,Saturday
SOU,MNC,6.08,4.37,1.52,1,2,12:38:00,WEEK 29,Saturday
BUR,ASV,2.43,3.24,3.01,2,0,12:38:00,WEEK 29,Saturday
NOR,NWC,3.84,3.16,2.10,0,1,12:38:00,WEEK 29,Saturday
MNU,BOU,1.65,3.63,5.82,2,3,12:38:00,WEEK 29,Saturday
WOL,LEI,2.15,3.09,3.79,3,1,12:38:00,WEEK 29,Saturday
LIV,WAT,1.42,4.55,7.93,1,1,12:38:00,WEEK 29,Saturday
CHE,WHU,2.05,3.21,3.95,0,1,12:38:00,WEEK 29,Saturday
SHU,ARS,4.38,3.33,1.91,1,1,12:38:00,WEEK 29,Saturday
ARS,TOT,2.43,3.24,3.02,1,2,12:40:00,WEEK 30,Saturday
BOU,BUR,1.95,3.29,4.25,3,2,12:40:00,WEEK 30,Saturday
CRY,WOL,3.00,3.16,2.49,4,0,12:40:00,WEEK 30,Saturday
ASV,CHE,3.54,3.00,2.30,0,0,12:40:00,WEEK 30,Saturday
WAT,SHU,1.76,3.44,5.15,2,3,12:40:00,WEEK 30,Saturday
WHU,SOU,1.94,3.32,4.25,1,0,12:40:00,WEEK 30,Saturday
BRI,NOR,1.95,3.29,4.25,1,0,12:40:00,WEEK 30,Saturday
NWC,EVE,2.38,3.20,3.13,4,0,12:40:00,WEEK 30,Saturday
LEI,MNU,2.88,3.23,2.53,2,1,12:40:00,WEEK 30,Saturday
MNC,LIV,2.45,3.19,3.03,1,0,12:40:00,WEEK 30,Saturday
BUR,LEI,3.55,2.98,2.30,2,2,12:42:00,WEEK 31,Saturday
EVE,BRI,1.65,3.63,5.82,3,0,12:42:00,WEEK 31,Saturday
CHE,BOU,1.65,3.63,5.82,3,1,12:42:00,WEEK 31,Saturday
TOT,WAT,1.86,3.41,4.51,1,0,12:42:00,WEEK 31,Saturday
NWC,CRY,1.86,3.42,4.51,1,1,12:42:00,WEEK 31,Saturday
SOU,ASV,1.96,3.25,4.27,0,0,12:42:00,WEEK 31,Saturday
LIV,WHU,1.47,4.38,7.03,3,0,12:42:00,WEEK 31,Saturday
NOR,ARS,4.38,3.33,1.91,0,0,12:42:00,WEEK 31,Saturday
MNU,WOL,2.24,3.07,3.57,5,1,12:42:00,WEEK 31,Saturday
SHU,MNC,8.62,4.90,1.36,0,1,12:42:00,WEEK 31,Saturday
CRY,MNU,3.19,3.18,2.36,2,3,12:44:00,WEEK 32,Saturday
ASV,LIV,7.60,4.66,1.42,1,1,12:44:00,WEEK 32,Saturday
WHU,SHU,1.55,4.05,6.24,1,1,12:44:00,WEEK 32,Saturday
WOL,BUR,1.46,4.36,7.20,4,1,12:44:00,WEEK 32,Saturday
LEI,CHE,2.88,3.23,2.53,3,2,12:44:00,WEEK 32,Saturday
MNC,TOT,1.77,3.63,4.72,2,2,12:44:00,WEEK 32,Saturday
ARS,EVE,2.24,3.07,3.57,0,3,12:44:00,WEEK 32,Saturday
BOU,SOU,2.45,3.19,3.03,3,1,12:44:00,WEEK 32,Saturday
BRI,NWC,3.03,3.20,2.44,0,1,12:44:00,WEEK 32,Saturday
WAT,NOR,1.76,3.44,5.15,2,1,12:44:00,WEEK 32,Saturday
CHE,WOL,2.24,3.07,3.57,2,1,12:46:00,WEEK 33,Saturday
NWC,ARS,2.48,3.20,2.98,1,2,12:46:00,WEEK 33,Saturday
NOR,MNC,8.62,4.90,1.36,3,1,12:46:00,WEEK 33,Saturday
LIV,BOU,1.29,5.52,10.1,1,2,12:46:00,WEEK 33,Saturday
TOT,WHU,2.05,3.21,3.95,1,1,12:46:00,WEEK 33,Saturday
BUR,MNU,4.38,3.33,1.91,1,0,12:46:00,WEEK 33,Saturday
SHU,ASV,2.43,3.24,3.01,3,0,12:46:00,WEEK 33,Saturday
BRI,CRY,2.45,3.19,3.03,1,2,12:46:00,WEEK 33,Saturday
SOU,LEI,2.44,3.21,3.03,1,1,12:46:00,WEEK 33,Saturday
EVE,WAT,1.86,3.42,4.51,1,2,12:46:00,WEEK 33,Saturday
CRY,BUR,1.76,3.44,5.15,1,1,12:48:00,WEEK 34,Saturday
WOL,SOU,1.86,3.42,4.51,1,0,12:48:00,WEEK 34,Saturday
WHU,NOR,1.55,4.05,6.24,3,1,12:48:00,WEEK 34,Saturday
BOU,SHU,1.95,3.29,4.25,1,0,12:48:00,WEEK 34,Saturday
ASV,TOT,3.54,3.00,2.30,3,3,12:48:00,WEEK 34,Saturday
MNC,EVE,1.57,4.03,6.02,3,1,12:48:00,WEEK 34,Saturday
MNU,CHE,2.43,3.24,3.02,0,0,12:48:00,WEEK 34,Saturday
LEI,LIV,5.07,3.91,1.67,1,0,12:48:00,WEEK 34,Saturday
WAT,NWC,3.00,3.16,2.49,3,1,12:48:00,WEEK 34,Saturday
ARS,BRI,1.65,3.63,5.82,2,1,12:48:00,WEEK 34,Saturday
LIV,WOL,1.57,4.03,6.02,2,1,12:50:00,WEEK 35,Saturday
CHE,BUR,1.46,4.38,7.18,4,0,12:50:00,WEEK 35,Saturday
NOR,ASV,2.43,3.24,3.01,1,1,12:50:00,WEEK 35,Saturday
BRI,WAT,2.45,3.19,3.03,0,2,12:50:00,WEEK 35,Saturday
SHU,LEI,3.55,2.98,2.30,1,1,12:50:00,WEEK 35,Saturday
ARS,CRY,1.86,3.41,4.51,2,0,12:50:00,WEEK 35,Saturday
SOU,MNU,3.19,3.18,2.36,1,2,12:50:00,WEEK 35,Saturday
NWC,MNC,4.16,3.81,1.82,0,0,12:50:00,WEEK 35,Saturday
TOT,BOU,1.65,3.63,5.82,2,1,12:50:00,WEEK 35,Saturday
EVE,WHU,2.15,3.09,3.79,1,2,12:50:00,WEEK 35,Saturday
LEI,TOT,2.88,3.23,2.53,1,0,12:52:00,WEEK 36,Saturday
CRY,CHE,3.19,3.18,2.36,0,3,12:52:00,WEEK 36,Saturday
WAT,ARS,3.19,3.18,2.36,0,0,12:52:00,WEEK 36,Saturday
WOL,SHU,1.46,4.36,7.20,4,1,12:52:00,WEEK 36,Saturday
BUR,SOU,3.02,3.19,2.46,4,0,12:52:00,WEEK 36,Saturday
BOU,NOR,1.95,3.29,4.25,4,1,12:52:00,WEEK 36,Saturday
WHU,NWC,2.43,3.23,3.02,0,1,12:52:00,WEEK 36,Saturday
ASV,EVE,3.03,3.20,2.44,3,0,12:52:00,WEEK 36,Saturday
MNU,LIV,3.52,3.65,2.02,0,1,12:52:00,WEEK 36,Saturday
MNC,BRI,1.29,5.52,10.1,1,1,12:52:00,WEEK 36,Saturday
LIV,BUR,1.23,6.21,13.0,4,0,12:54:00,WEEK 37,Saturday
NOR,LEI,3.55,2.98,2.30,1,0,12:54:00,WEEK 37,Saturday
TOT,WOL,2.24,3.07,3.57,2,2,12:54:00,WEEK 37,Saturday
ARS,MNC,3.52,3.65,2.02,2,2,12:54:00,WEEK 37,Saturday
SOU,CHE,3.19,3.18,2.36,1,0,12:54:00,WEEK 37,Saturday
EVE,BOU,1.65,3.63,5.82,1,0,12:54:00,WEEK 37,Saturday
BRI,WHU,2.88,3.14,2.59,1,2,12:54:00,WEEK 37,Saturday
WAT,CRY,2.29,3.00,3.54,2,1,12:54:00,WEEK 37,Saturday
NWC,ASV,1.65,3.63,5.82,4,0,12:54:00,WEEK 37,Saturday
SHU,MNU,4.38,3.33,1.91,2,3,12:54:00,WEEK 37,Saturday
LEI,EVE,2.43,3.23,3.02,1,2,12:56:00,WEEK 38,Saturday
BOU,NWC,3.03,3.20,2.44,0,1,12:56:00,WEEK 38,Saturday
WHU,ARS,2.88,3.23,2.53,0,0,12:56:00,WEEK 38,Saturday
ASV,BRI,2.29,3.02,3.53,1,1,12:56:00,WEEK 38,Saturday
MNC,WAT,1.42,4.55,7.93,2,2,12:56:00,WEEK 38,Saturday
CHE,LIV,3.52,3.65,2.02,0,2,12:56:00,WEEK 38,Saturday
WOL,NOR,1.46,4.36,7.20,1,1,12:56:00,WEEK 38,Saturday
BUR,SHU,2.24,3.07,3.58,6,0,12:56:00,WEEK 38,Saturday
MNU,TOT,2.43,3.24,3.02,1,1,12:56:00,WEEK 38,Saturday
CRY,SOU,2.29,3.00,3.54,2,3,12:56:00,WEEK 38,Saturday
LEI,WOL,2.43,3.23,3.02,3,1,12:58:00,WEEK 01,Saturday
LIV,ASV,1.29,5.52,10.1,1,1,12:58:00,WEEK 01,Saturday
WAT,SOU,2.29,3.00,3.54,1,1,12:58:00,WEEK 01,Saturday
CHE,TOT,2.43,3.24,3.02,1,1,12:58:00,WEEK 01,Saturday
EVE,NOR,1.46,4.36,7.20,2,1,12:58:00,WEEK 01,Saturday
MNC,BRI,1.29,5.52,10.1,1,0,12:58:00,WEEK 01,Saturday
BOU,MNU,3.54,3.00,2.30,1,3,12:58:00,WEEK 01,Saturday
BUR,SHU,2.24,3.07,3.58,1,0,12:58:00,WEEK 01,Saturday
CRY,ARS,3.19,3.18,2.36,2,0,12:58:00,WEEK 01,Saturday
WHU,NWC,2.43,3.23,3.02,0,1,12:58:00,WEEK 01,Saturday
NWC,LEI,2.15,3.09,3.79,1,0,13:00:00,WEEK 02,Saturday
NOR,CHE,4.38,3.33,1.91,1,1,13:00:00,WEEK 02,Saturday
SHU,LIV,8.62,4.90,1.36,0,2,13:00:00,WEEK 02,Saturday
BRI,MNU,3.54,3.00,2.30,2,0,13:00:00,WEEK 02,Saturday
MNC,EVE,1.57,4.03,6.02,0,0,13:00:00,WEEK 02,Saturday
ARS,WAT,1.86,3.41,4.51,1,0,13:00:00,WEEK 02,Saturday
TOT,BUR,1.46,4.38,7.18,0,1,13:00:00,WEEK 02,Saturday
SOU,BOU,1.96,3.25,4.27,0,0,13:00:00,WEEK 02,Saturday
WOL,CRY,1.86,3.42,4.51,0,0,13:00:00,WEEK 02,Saturday
ASV,WHU,2.88,3.14,2.59,3,2,13:00:00,WEEK 02,Saturday
BUR,NOR,2.24,3.07,3.58,2,0,13:02:00,WEEK 03,Saturday
WAT,WOL,3.00,3.16,2.49,1,0,13:02:00,WEEK 03,Saturday
EVE,BRI,1.65,3.63,5.82,4,2,13:02:00,WEEK 03,Saturday
WHU,SHU,1.55,4.05,6.24,0,1,13:02:00,WEEK 03,Saturday
CHE,MNC,3.52,3.65,2.02,0,2,13:02:00,WEEK 03,Saturday
CRY,NWC,3.00,3.16,2.49,2,0,13:02:00,WEEK 03,Saturday
BOU,ARS,3.54,3.00,2.30,1,4,13:02:00,WEEK 03,Saturday
LIV,TOT,1.77,3.63,4.72,3,0,13:02:00,WEEK 03,Saturday
LEI,ASV,1.77,3.43,5.15,1,2,13:02:00,WEEK 03,Saturday
